season,circuit,driver,team,grid_position,finish_position
2025,Italian Grand Prix,VER,Red Bull Racing,1,1
2025,Italian Grand Prix,NOR,McLaren,2,2
2025,Italian Grand Prix,PIA,McLaren,3,3
2025,Italian Grand Prix,LEC,Ferrari,4,4
2025,Italian Grand Prix,RUS,Mercedes,5,5
2025,Italian Grand Prix,HAM,Ferrari,10,6
2025,Italian Grand Prix,ALB,Williams,14,7
2025,Italian Grand Prix,BOR,Kick Sauber,7,8
2025,Italian Grand Prix,ANT,Mercedes,6,9
2025,Italian Grand Prix,HAD,Racing Bulls,19,10
2025,Italian Grand Prix,SAI,Williams,13,11
2025,Italian Grand Prix,BEA,Haas F1 Team,11,12
2025,Italian Grand Prix,TSU,Red Bull Racing,9,13
2025,Italian Grand Prix,LAW,Racing Bulls,18,14
2025,Italian Grand Prix,OCO,Haas F1 Team,15,15
2025,Italian Grand Prix,GAS,Alpine,20,16
2025,Italian Grand Prix,COL,Alpine,17,17
2025,Italian Grand Prix,STR,Aston Martin,16,18
2025,Italian Grand Prix,ALO,Aston Martin,8,19
2025,Italian Grand Prix,HUL,Kick Sauber,12,20
2025,Azerbaijan Grand Prix,VER,Red Bull Racing,1,1
2025,Azerbaijan Grand Prix,RUS,Mercedes,5,2
2025,Azerbaijan Grand Prix,SAI,Williams,2,3
2025,Azerbaijan Grand Prix,ANT,Mercedes,4,4
2025,Azerbaijan Grand Prix,LAW,Racing Bulls,3,5
2025,Azerbaijan Grand Prix,TSU,Red Bull Racing,6,6
2025,Azerbaijan Grand Prix,NOR,McLaren,7,7
2025,Azerbaijan Grand Prix,HAM,Ferrari,12,8
2025,Azerbaijan Grand Prix,LEC,Ferrari,10,9
2025,Azerbaijan Grand Prix,HAD,Racing Bulls,8,10
2025,Azerbaijan Grand Prix,BOR,Kick Sauber,13,11
2025,Azerbaijan Grand Prix,BEA,Haas F1 Team,15,12
2025,Azerbaijan Grand Prix,ALB,Williams,19,13
2025,Azerbaijan Grand Prix,OCO,Haas F1 Team,20,14
2025,Azerbaijan Grand Prix,ALO,Aston Martin,11,15
2025,Azerbaijan Grand Prix,HUL,Kick Sauber,17,16
2025,Azerbaijan Grand Prix,STR,Aston Martin,14,17
2025,Azerbaijan Grand Prix,GAS,Alpine,18,18
2025,Azerbaijan Grand Prix,COL,Alpine,16,19
2025,Azerbaijan Grand Prix,PIA,McLaren,9,20
